0.093317972	0.080174927
0.091013825	0.193877551
0.091013825	0.301749271
0.091013825	0.386297376
0.100230415	0.491253644
0.097926267	0.581632653
0.097926267	0.701166181
0.091013825	0.809037901
0.091013825	0.902332362
0.157834101	0.902332362
0.194700461	0.89941691
0.254608295	0.896501458
0.309907834	0.896501458
0.312211982	0.797376093
0.307603687	0.709912536
0.309907834	0.593294461
0.309907834	0.5
0.309907834	0.39212828
0.296082949	0.298833819
0.298387097	0.205539359
0.298387097	0.097667638
0.399769585	0.091836735
0.471198157	0.094752187
0.524193548	0.097667638
0.611751152	0.10058309
0.683179724	0.097667638
0.75921659	0.088921283
0.816820276	0.088921283
0.860599078	0.129737609
0.867511521	0.228862974
0.876728111	0.301749271
0.876728111	0.397959184
0.876728111	0.462099125
0.883640553	0.569970845
0.8859447	0.680758017
0.867511521	0.79154519
0.862903226	0.867346939
0.858294931	0.954810496
0.782258065	0.954810496
0.676267281	0.954810496

